מזהה,סוג,"מק""ט","GTIN, UPC, EAN, or ISBN",שם,פורסם,האם מומלץ?,נראות בקטלוג,Unnamed: 8,תיאור,תאריך התחלה של מחיר המבצע,תאריך סיום של מחיר המבצע,סטטוס מס,סוג מס,במלאי?,מלאי,כמות של מלאי מועט,לאפשר הזמנות מראש?,נמכר בנפרד?,"משקל (ק""ג)",אורך (סנטימטרים),רוחב (סנטימטרים),גובה (סנטימטרים),לאפשר חוות דעת של לקוחות?,הערת רכישה,מחיר מבצע,מחיר רגיל,קטגוריות,תגיות,סוג משלוח,תמונות,הגבלת הורדות,ימים שנותרו לתוקף ההורדה,אב,מוצרים מקובצים,מוצרים משודרגים,מוצרים משלימים,URL חיצוני,טקסט כפתור,מיקום,Rey Swatches,Rey Variations extra images,שיוך 1 שמות,שיוך 1 ערכים,שיוך 1 פריטים מוצגים,שיוך 1 פריטים גלובליים,כלים: _wp_page_template,כלים: product_subtitle_text,כלים: _product_subtitle_text,כלים: title_display,כלים: _title_display,כלים: page_cover,כלים: _page_cover,כלים: rey_body_class,כלים: _rey_body_class,כלים: header_layout_type,כלים: _header_layout_type,כלים: header_text_color,כלים: _header_text_color,כלים: header_position,כלים: _header_position,כלים: custom_logo,כלים: _custom_logo,כלים: logo_mobile,כלים: _logo_mobile,כלים: footer_layout_type,כלים: _footer_layout_type,כלים: custom_container_width,כלים: _custom_container_width,כלים: container_spacing,כלים: _container_spacing,כלים: content_padding_top,כלים: _content_padding_top,כלים: content_padding_bottom,כלים: _content_padding_bottom,כלים: content_padding,כלים: _content_padding,כלים: global_sections,כלים: _global_sections,כלים: general_redirect,כלים: _general_redirect,כלים: top_sticky_gs,כלים: _top_sticky_gs,כלים: bottom_sticky_gs,כלים: _bottom_sticky_gs,כלים: perf__disable_wpblock,כלים: _perf__disable_wpblock,כלים: perf__disable_wcblock,כלים: _perf__disable_wcblock,כלים: product_info,כלים: _product_info,כלים: single_specifications_block,כלים: _single_specifications_block,כלים: buynow_pdp__enable,כלים: _buynow_pdp__enable,כלים: gs_before_atc,כלים: _gs_before_atc,כלים: enable_text_before_add_to_cart,כלים: _enable_text_before_add_to_cart,כלים: gs_after_atc,כלים: _gs_after_atc,כלים: enable_text_after_add_to_cart,כלים: _enable_text_after_add_to_cart,כלים: estimated_delivery__hide,כלים: _estimated_delivery__hide,כלים: estimated_delivery__days,כלים: _estimated_delivery__days,כלים: estimated_delivery__days_margin,כלים: _estimated_delivery__days_margin,כלים: estimated_delivery__custom_text,כלים: _estimated_delivery__custom_text,כלים: product_360_images,כלים: _product_360_images,כלים: badges,כלים: _badges,כלים: quantity_options_minimum,כלים: _quantity_options_minimum,כלים: quantity_options_maximum,כלים: _quantity_options_maximum,כלים: quantity_options_step,כלים: _quantity_options_step,כלים: quantity_options,כלים: _quantity_options,כלים: content_before,כלים: _content_before,כלים: content_after,כלים: _content_after,כלים: product_stretch,כלים: _product_stretch,כלים: product_video_url,כלים: _product_video_url,כלים: product_video_main_image,כלים: _product_video_main_image,כלים: product_video_summary,כלים: _product_video_summary,כלים: product_video_modal_ratio,כלים: _product_video_modal_ratio,כלים: product_custom_tabs,כלים: _product_custom_tabs,כלים: product_content_after_summary,כלים: _product_content_after_summary,כלים: product_content_after_content,כלים: _product_content_after_content,כלים: rs_page_bg_color,כלים: _rey_qty_per_variation_min,כלים: _rey_qty_per_variation_max,כלים: _rey_qty_per_variation_step,כלים: __is_newly_created_product
20719.0,variation,cusdes-JK-40641-m,,מעיל מפציץ אחרי השריפה,1,0.0,hidden,,"לבשו את מעיל הבומבר הייחודי שלנו ""After The Fire"" בעיצוב בהתאמה אישית, עשוי מ-100% פוליאסטר. הרקע הבוהק עם צללית הדרקון עוצב על ידי האמנים המקומיים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/Afterthefire-Bomber-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/Afterthefire-Bomber-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/Afterthefire-Bomber-back.jpg",,,cusdes-JK-40641,,,,,,0.0,,,מידה,m,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20616.0,variation,cusdes-JK-38133-m,,מעיל בומבר תטא,1,0.0,hidden,,"קבלו מראה חנון איקוני עם מעיל הבומבר תטא שלנו, שעוצב בעבודת יד לגרפיקה ישרה לחלוטין מקצה לקצה. צוות הגרפיקאים המוכשרים שלנו עיצב את הנוסחאות המתמטיות הללו עם סמל תטא בגב.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/143739.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/143740.jpg",,,cusdes-JK-38133,,,,,,0.0,,,מידה,m,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20725.0,variation,cusdes-JK-52573-m,,מעיל בומבר Lucid Dream,1,0.0,hidden,,"קבלו תוספת חדשה ומגניבה לקולקציית הלבוש החיצון שלכם עם מעיל הבומבר Lucid Dream, מעוצב בעבודת יד לגרפיקה ישרה מקצה לקצה. עיצוב פסיכדלי צבעוני זה עם הכיתוב ""Lucid dream"" נוצר על ידי האמנים המוכשרים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/211059-Lucid_20Dream-FH_20Bomber-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/211060-Lucid_20Dream-FH_20Bomber-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/211061-Lucid_20Dream-FH_20Bomber-back.jpg",,,cusdes-JK-52573,,,,,,0.0,,,מידה,m,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20691.0,variation,cusdes-JK-44872-m,,מעיל בומבר לאמנות קיר,1,0.0,hidden,,"שלבו דברים בסגנון אמנות רחוב עם הקולקציה שלכם עם מעיל בומבר עם אמנות קיר, מעוצב בעבודת יד לגרפיקה מקצה לקצה. צוות המעצבים המוכשר שלנו יצר את ההדפס הזה של גרפיטי ואמנות קיר מגוונים בקולאז' צבעוני.
 \n
 \n&nbsp;",,,none,,1,2,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/173387-front_20_2871_29.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/173388-back_20_2872_29.jpg",,,cusdes-JK-44872,,,,,,0.0,,,מידה,m,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20761.0,variation,cusdes-JK-42015-m,,מעיל מפציץ פלמינגו,1,0.0,hidden,,"שמרו על המראה הטרופי הקלאסי שלכם עם מעיל בומבר פלמינגו, בעל עיצוב בהתאמה אישית, עשוי מ-100% פוליאסטר. הצבעים הורודים ועיצוב הפלמינגו הטרופי עוצבו על ידי האמנים המוכשרים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/159427-Flamingo-BomberJacket-Mockup-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/159426-Flamingo-BomberJacket-Mockup-back.jpg",,,cusdes-JK-42015,,,,,,0.0,,,מידה,m,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20773.0,variation,cusdes-JK-45949-m,,מעיל מפציץ אינפרא אדום,1,0.0,hidden,,"שמרו על המראה שלכם צבעוני ותוסס כמו האישיות שלכם, לבוש במעיל בומבר אינפרא אדום, מיושר בעבודת יד לגרפיקה מקצה לקצה. צוות האמנים שלנו יצר את צבעי האינפרא אדום למראה אינטנסיבי ועז.
 \n
 \n&nbsp;",,,none,,1,2,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/177934-1.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/177933-2.png",,,cusdes-JK-45949,,,,,,0.0,,,מידה,m,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20637.0,variation,cusdes-JK-42899-m,,מעיל בומבר מנטה גאנג,1,0.0,hidden,,"שמרו על סגנון מנטה רענן עם מעיל בומבר Mint Gang, מעוצב בעבודת יד לגרפיקה מקצה לקצה. שילוב צבעים מנטה זה עם עיצוב דוגמת פייזלי מעניין נוצר על ידי צוות האמנים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/163632-Bandana-5-BomberJacket-Mockup-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/163631-Bandana-5-BomberJacket-Mockup-back.jpg",,,cusdes-JK-42899,,,,,,0.0,,,מידה,m,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20697.0,variation,cusdes-JK-37955-s,,מעיל מפציץ יקר,1,0.0,hidden,,"הוסיפו קצת סגנון ראוותני למלתחה שלכם עם מעיל הבומבר היקר. עוצב בעבודת יד לעיצוב גרפי מקצה לקצה. האמן המוכשר שלנו יצר את העיצוב הבארוקי הזה עם עלי זהב ופרטי פסים.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/Expensive-Bomber-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/Expensive-Bomber-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/Expensive-Bomber-back.jpg",,,cusdes-JK-37955,,,,,,0.0,,,מידה,s,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20781.0,variation,cusdes-JK-47819-s,,מעיל בומבר מאג'סטיק,1,0.0,hidden,,"הרגישו כמו מלכים והרשימו את כולם סביבכם לבושים במעיל בומבר מדגם Majestic, עשוי בעבודת יד ומיושר לגרפיקה מקצה לקצה. העיצוב הוינטג'י עם הדפס פייזלי אתני מהפנט נוצר על ידי צוות האמנים שלנו, ומציע מראה בולט באופן כללי.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/188920-1.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/188921-2.jpg",,,cusdes-JK-47819,,,,,,0.0,,,מידה,s,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20694.0,variation,cusdes-JK-54473-s,,מעיל בומבר של Botanic Realm,1,0.0,hidden,,"עטפו את עצמכם בפרחים מיסטיים עם מעיל הבומבר Botanic Realm ומלאו את נשמתכם בדברים מקסימים. הוא עשוי בעבודת יד לגרפיקה מיושרת לחלוטין מקצה לקצה. צוות האמנים שלנו יצר את גרפיקת הגולגולות המפחידה מוקפת בפרחים בשיתוף פעולה עם מעצבת ההדפסים המוכשרת, ריזה פקר.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/219525-Skull-Snake2-Bomber-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/219523-Skull-Snake2-Bomber-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/219524-Skull-Snake2-Bomber-back.jpg",,,cusdes-JK-54473,,,,,,0.0,,,מידה,s,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20683.0,variation,cusdes-JK-42899-s,,מעיל בומבר מנטה גאנג,1,0.0,hidden,,"שמרו על סגנון מנטה רענן עם מעיל בומבר Mint Gang, מעוצב בעבודת יד לגרפיקה מקצה לקצה. שילוב צבעים מנטה זה עם עיצוב דוגמת פייזלי מעניין נוצר על ידי צוות האמנים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/163632-Bandana-5-BomberJacket-Mockup-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/163631-Bandana-5-BomberJacket-Mockup-back.jpg",,,cusdes-JK-42899,,,,,,0.0,,,מידה,s,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20706.0,variation,cusdes-JK-54708-s,,מעיל מפציץ משחק,1,0.0,hidden,,"תהנו מהכיף והתחילו לשחק עם מעיל הבומבר של Game On, מעוצב בעבודת יד לגרפיקה מיושרת לחלוטין מקצה לקצה. צוות האמנים שלנו יצר את עיצוב הגרפיטי המונוכרומטי עבור סגנון אופנת רחוב.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/220877-2-f-FH-Bomber.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/220876-2-s-FH-Bomber.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/220878-2-b-FH-Bomber.jpg",,,cusdes-JK-54708,,,,,,0.0,,,מידה,s,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20746.0,variation,cusdes-JK-52122-xxl,,מעיל בומבר של Mndy Scks,1,0.0,hidden,,"בטאו את רגשותיכם באמצעות מעיל הבומבר Mndy Scks שלנו, שעוצב בעבודת יד לעיצוב גרפיטי מקצה לקצה. הפתקים המדהימים בסגנון גרפיטי נוצרו על ידי צוות האמנים המוכשרים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/209376-Graffit_206_20_20FH_20Bomber_20front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/209377-Graffit_206_20_20FH_20Bomber_20side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/209378-Graffit_206_20_20FH_20Bomber_20back.jpg",,,cusdes-JK-52122,,,,,,0.0,,,מידה,xxl,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20593.0,variation,cusdes-JK-45897-xxl,,מעיל מפציץ שאמאן,1,0.0,hidden,,"הוסיפו קצת קסם עתיק למלתחה שלכם עם מעיל בומבר שאמאן, בעל עיצוב בהתאמה אישית, עשוי מפוליאסטר איכותי. צוות האמנים המוכשרים שלנו יצר את דוגמת הקילים האתנית הוינטג'ית למראה אותנטי.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/177798-front_20-_202020-12-15T104826.913.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/177797-back_20-_202020-12-15T104829.006.jpg",,,cusdes-JK-45897,,,,,,0.0,,,מידה,xxl,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20590.0,variation,cusdes-JK-DARKROSEMALLOWS-A1546-xxl,,מעיל בומבר כהה של Rosemallows,1,0.0,hidden,,"היו יצירתיים בלבישת מעיל בומבר רוזמלו כהה שלנו, עשוי בעבודת יד לעיצוב גרפי מקצה לקצה. צוות האמנים שלנו יצר את ההדפס הכהה הזה, המלא בפרחי רוזמלו, עם גרפיקת טקסט ""FRESH"" בגב.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/Front_75cdfad6-862f-4d71-88fe-73f521fd1451.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/Back_708c8996-e5f0-4936-be0d-8a4fe46a405e.jpg",,,cusdes-JK-DARKROSEMALLOWS-A1546,,,,,,0.0,,,מידה,xxl,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20662.0,variation,cusdes-JK-54710-xxl,,מעיל מפציץ WTH,1,0.0,hidden,,"הציגו מגוון רגשות כשאתם לובשים את מעיל הבומבר WTH, עבודת יד לעיצוב גרפיטי מקצה לקצה. צוות האמנים שלנו יצר את עיצוב הגרפיטי המונוכרומטי עבור סגנון רחוב.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/220884-4-f-FH-Bomber.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/220883-4-s-FH-Bomber.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/220882-4-b-FH-Bomber.jpg",,,cusdes-JK-54710,,,,,,0.0,,,מידה,xxl,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20604.0,variation,cusdes-JK-40560-xxl,,מעיל בומבר של Heliantus,1,0.0,hidden,,"למראה מהפנט, קחו את מעיל הבומבר Heliantus שלנו, עבודת יד לעיצוב גרפי משולש מקצה לקצה. צוות האמנים המוכשרים שלנו יצר את עיצוב המנדלה המונוכרומטי הזה.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/154519-33d858bb.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/154520-d12acca3.jpg",,,cusdes-JK-40560,,,,,,0.0,,,מידה,xxl,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20668.0,variation,cusdes-JK-46686-xxl,,מעיל בומבר בצבע,1,0.0,hidden,,"עוררו את חוש הסטייל שלכם עם מעיל בומבר בצבע, מעוצב בעבודת יד ומיושר לגרפיקה מקצה לקצה. קווי המתאר המרתקים של נוף אסייתי בצבע כחול נוצרו על ידי צוות האמנים שלנו, ויוצרים מראה מרגיע.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/180925-front_20-_202021-01-07T104100.172.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/180924-back_20-_202021-01-07T104104.140.jpg",,,cusdes-JK-46686,,,,,,0.0,,,מידה,xxl,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20743.0,variation,cusdes-JK-54163-xxl,,מעיל בומבר סמוראי בסגנון וינטג',1,0.0,hidden,,"שדרגו את הסטייל שלכם עם טוויסט לוחם תוך כדי לבישת מעיל בומבר סמוראי בסגנון ""דיסטרסטד"", המעוצב בעבודת יד לעיצוב גרפי מקצה לקצה. צוות האמנים שלנו יצר את הגרפיקה הסמוראית הנוטפת בשיתוף פעולה עם האמן המוכשר אלברטו פרז צ'מוסה.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/218218-Samurai-Liquid-Bomber-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/218219-Samurai-Liquid-Bomber-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/218220-Samurai-Liquid-Bomber-back.jpg",,,cusdes-JK-54163,,,,,,0.0,,,מידה,xxl,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20735.0,variation,cusdes-JK-54264-xxl,,מעיל בומבר של פירות 8bit,1,0.0,hidden,,"שחקו את המשחק בסגנון פירותי עם מעיל בומבר של 8bit Fruits, שעוצב בעבודת יד לגרפיקה ישרה לחלוטין מקצה לקצה. צוות האמנים שלנו יצר את הדפס הפירות הזה בסגנון משחק וידאו רטרו.
 \n
 \n&nbsp;",,,none,,1,2,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/218522-8bit-fruits-FH-Bomber-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/218521-8bit-fruits-FH-Bomber-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/218523-8bit-fruits-FH-Bomber-back.jpg",,,cusdes-JK-54264,,,,,,0.0,,,מידה,xxl,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20700.0,variation,cusdes-JK-55678-xxl,,מעיל בומבר של Mountain Torii,1,0.0,hidden,,"שלבו נגיעה תרבותית יפנית למלתחה שלכם עם מעיל הבומבר Mountain Torii, עבודת יד לעיצוב גרפי מקצה לקצה. האמנים המקומיים שלנו יצרו את הנוף השליו עם עיצוב שער יפני מסורתי בשיתוף פעולה עם האמן המוכשר אלברטו פרז צ'מוסה.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/224636-Mountain-Torii-Bomber-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/224635-Mountain-Torii-Bomber-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/224637-Mountain-Torii-Bomber-back.jpg",,,cusdes-JK-55678,,,,,,0.0,,,מידה,xxl,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20607.0,variable,cusdes-JK-54485,,מעיל בומבר ללא קצה של Bottomless Abyss,1,0.0,visible,,"הגיע הזמן להרפתקה בגן הלילה המיסטי עם מעיל הבומבר Bottomless Abyss. הוא עשוי בעבודת יד לגרפיקה מיושרת לחלוטין מקצה לקצה. צוות האמנים שלנו יצר את הדפס פרחי הלילה היפהפה הזה בשיתוף פעולה עם מעצבת ההדפסים המוכשרת, ריזה פקר.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/219560-Skull-Blue-Bomber-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/219561-Skull-Blue-Bomber-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/219559-Skull-Blue-Bomber-back.jpg",,,,,,,,,0.0,,,מידה,l,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20599.0,variable,cusdes-JK-41796,,מעיל בומבר טרי אקספלור,1,0.0,visible,,"הוסיפו סגנון נועז לארון שלכם עם מעיל הבומבר Fresh Explore, בעל עיצוב בהתאמה אישית, עשוי מ-100% פוליאסטר. העיצוב הלבן כולו עם קופסאות צבעים מושכות את העין נוצר על ידי צוות האמנים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,350.0,400,"נשים > בגדים, גברים > בגדים, נשים > בגדים > מעיל, גברים > בגדים > מעיל",מעיל,,"https://zeketa.co.il/wp-content/uploads/2026/01/158731-Front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/158730-bomber-back.jpg",,,,,,,,,0.0,,,מידה,l,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
